City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,leava,-14.3,-178.1667,28.38,80,74,9.75,WF,1701323544
288,rio claro,-22.4114,-47.5614,19.74,96,96,1.24,BR,1701323544
289,villa de cos,23.2833,-102.35,13.68,62,15,4.42,MX,1701323544
290,tateyama,34.9833,139.8667,15.39,48,10,8.99,JP,1701323544
291,bayanhongor,46.7167,100.1167,-12.95,52,0,0.45,MN,1701323545
292,padang,-0.9492,100.3543,27.03,91,100,1.7,ID,1701323545
293,kruisfontein,-34.0033,24.7314,18.83,46,53,5.58,ZA,1701323545
294,kapa'a,22.0752,-159.319,22.99,79,40,3.09,US,1701323546
295,lamar,33.6668,-95.5836,13.32,54,100,4.12,US,1701323546
296,kidal,18.4411,1.4078,22.58,15,1,3.91,ML,1701323546
297,jamestown,42.097,-79.2353,1.77,74,100,4.12,US,1701323330
298,al bawiti,28.3492,28.8659,14.76,56,48,1.56,EG,1701323547
299,whakatane,-37.9585,176.9854,19.87,59,47,2.45,NZ,1701323547
300,umuahia,5.5263,7.4896,23.55,94,27,0.91,NG,1701323547
301,cochrane,51.1834,-114.4687,-1.33,58,100,1.54,CA,1701323262
302,egilsstadir,65.2653,-14.3948,0.95,80,75,3.6,IS,1701323548
303,fortaleza,-3.7227,-38.5247,28.93,72,20,4.12,BR,1701323420
304,gisborne,-38.6533,178.0042,18.55,68,49,3.82,NZ,1701323548
305,kingscliff,-28.2667,153.5667,33.89,27,2,5.14,AU,1701323549
306,shimoda,34.6667,138.95,15.2,55,3,13.04,JP,1701323549
307,orumiyeh,37.5527,45.0761,2.75,52,40,2.06,IR,1701323549
308,qala i naw,34.9874,63.1289,10.58,66,37,0.86,AF,1701323550
309,berdigestyakh,62.0989,126.6992,-13.43,91,100,5.68,RU,1701323550
310,dampit,-8.2116,112.7493,27.91,75,65,2.42,ID,1701323550
311,mount gambier,-37.8333,140.7667,19.02,56,5,6.6,AU,1701323551
312,thunder bay,48.4001,-89.3168,-3.05,86,75,3.09,CA,1701323551
313,taoudenni,22.6783,-3.9836,16.93,17,0,2.3,ML,1701323551
314,warren,39.4334,-84.1666,3.49,80,0,3.09,US,1701323551
315,laojunmiao,39.8333,97.7333,1.04,24,0,3.33,CN,1701323551
316,east london,-33.0153,27.9116,19.52,68,0,3.6,ZA,1701323552
317,darhan,49.4867,105.9228,-13.37,79,54,3.55,MN,1701323552
318,zeya,53.75,127.2667,-11.95,48,3,1.47,RU,1701323552
319,dubbo,-32.25,148.6167,26.07,44,40,9.26,AU,1701323552
320,vurpar,46.0,23.4667,-2.44,87,76,1.4,RO,1701323553
321,tofol,5.3248,163.0078,27.93,77,100,5.97,FM,1701323553
322,salaga,8.5508,-0.5188,26.35,72,55,1.98,GH,1701323554
323,arawa,-6.2132,155.5367,28.14,86,97,0.99,PG,1701323554
324,torre de moncorvo,41.1792,-7.0358,13.73,95,100,0.45,PT,1701323554
325,altamira,-3.2033,-52.2064,22.27,91,53,1.22,BR,1701323554
326,sirte,31.2089,16.5887,18.4,63,21,1.59,LY,1701323554
327,anastacio,-20.4836,-55.8069,25.59,68,40,0.94,BR,1701323555
328,bamboo flat,11.7,92.7167,29.05,74,100,3.6,IN,1701323555
329,nogliki,51.8333,143.1667,-12.03,80,76,6.71,RU,1701323555
330,san patricio,28.017,-97.5169,19.91,91,100,5.68,US,1701323555
331,loen,7.7601,168.2307,28.05,77,89,5.95,MH,1701323556
332,hithadhoo,-0.6,73.0833,28.08,75,98,7.2,MV,1701323556
333,chakvi,41.7187,41.7335,12.99,47,75,11.83,GE,1701323556
334,griffith,41.5284,-87.4237,1.71,86,0,3.09,US,1701323557
335,meybod,32.2501,54.0166,14.01,38,6,0.59,IR,1701323557
336,boa viagem,-5.1275,-39.7322,23.74,84,11,2.74,BR,1701323557
337,lihue,21.9789,-159.3672,22.58,79,40,3.09,US,1701323355
338,sharlyk,52.9167,54.75,-5.59,89,29,1.53,RU,1701323558
339,sinop,41.7711,34.8709,8.24,87,100,4.99,TR,1701323558
340,cide,41.8921,33.0044,12.84,83,100,3.01,TR,1701323558
341,nejdek,50.3224,12.7294,-1.75,93,100,1.03,CZ,1701323559
342,meadow lake,34.8014,-106.5436,7.89,59,87,1.53,US,1701323559
343,pervomayskoye,43.919,46.7102,9.87,88,90,1.58,RU,1701323559
344,howrah,22.5892,88.3103,27.0,74,31,3.09,IN,1701323559
345,stornoway,58.2093,-6.3865,6.98,91,75,5.66,GB,1701323560
346,cooma,-36.2333,149.1333,13.4,93,100,3.99,AU,1701323560
347,guankou,28.15,113.6333,9.89,56,100,2.74,CN,1701323560
348,hasaki,35.7333,140.8333,16.22,34,5,5.8,JP,1701323560
349,geraldton,-28.7667,114.6,28.23,54,3,8.75,AU,1701323560
350,luwuk,-0.9516,122.7875,29.69,75,84,0.69,ID,1701323561
351,atbara,17.7022,33.9864,25.47,57,9,5.69,SD,1701323561
352,uturoa,-16.7333,-151.4333,27.1,83,99,9.4,PF,1701323561
353,san antonio oeste,-40.7319,-64.9477,20.48,40,0,4.88,AR,1701323561
354,creston,41.0586,-94.3614,0.98,75,0,5.14,US,1701323562
355,maragogi,-9.0122,-35.2225,23.8,80,15,1.77,BR,1701323562
356,xinji,37.9028,115.2036,4.85,17,0,3.04,CN,1701323562
357,kodiak,57.79,-152.4072,1.73,93,100,9.26,US,1701323562
358,choma,-16.8065,26.9531,23.4,60,95,1.2,ZM,1701323562
359,vysokiy,58.35,60.05,-5.72,95,100,3.53,RU,1701323563
360,portage la prairie,49.9728,-98.2926,-0.62,55,80,4.65,CA,1701323563
361,buala,-8.145,159.5921,29.17,76,100,2.38,SB,1701323563
362,nadi,-17.8,177.4167,30.0,74,75,6.69,FJ,1701323563
363,tondon,10.3667,-13.35,24.02,87,76,1.4,GN,1701323563
364,al qadarif,14.0349,35.3834,28.56,27,45,5.63,SD,1701323564
365,loch garman,52.3342,-6.4575,3.83,100,100,4.02,IE,1701323564
366,le port,-20.9373,55.2919,29.0,88,13,4.64,RE,1701323564
367,midvagur,62.0511,-7.1939,2.46,87,75,6.69,FO,1701323564
368,muscat,23.6139,58.5922,28.01,48,0,0.9,OM,1701323491
369,serang,-6.1149,106.1502,30.69,64,90,2.24,ID,1701323565
370,necochea,-38.5473,-58.7368,15.67,70,0,3.57,AR,1701323565
371,emerald,-23.5333,148.1667,36.3,23,7,2.07,AU,1701323565
372,tweed heads,-28.1817,153.547,34.02,27,2,5.14,AU,1701323566
373,vincennes,48.85,2.4333,3.29,92,0,2.68,FR,1701323566
374,bogatoye,53.0601,51.3325,-7.02,89,79,3.57,RU,1701323566
375,kerikeri,-35.2268,173.9474,19.39,69,100,2.22,NZ,1701323566
376,port alfred,-33.5906,26.891,20.66,72,24,1.79,ZA,1701323566
377,tolanaro,-25.0319,46.9987,28.04,69,20,2.06,MG,1701323567
378,mulchen,-37.7167,-72.2333,10.97,86,0,2.73,CL,1701323567
379,zhezqazghan,47.7833,67.7667,-3.68,80,100,6.0,KZ,1701323567
380,kuybyshev,55.4475,78.3218,-1.49,89,97,2.72,RU,1701323567
381,petrovsk,52.3064,45.3917,0.45,97,100,7.67,RU,1701323567
382,togur,58.3631,82.8265,-8.25,83,94,2.24,RU,1701323568
383,luderitz,-26.6481,15.1594,21.42,54,0,2.59,NA,1701323568
384,lebu,-37.6167,-73.65,11.45,93,4,5.79,CL,1701323568
385,mar del plata,-38.0023,-57.5575,18.82,84,0,2.24,AR,1701323339
386,rabigh,22.7986,39.0349,28.29,54,0,0.5,SA,1701323569
387,axim,4.8699,-2.2405,25.32,87,86,0.19,GH,1701323569
388,leninsk,48.7119,45.1994,6.35,92,100,4.3,RU,1701323569
389,choix,26.7092,-108.3219,17.51,56,22,0.71,MX,1701323569
390,juan griego,11.0817,-63.9655,25.47,86,0,4.84,VE,1701323570
391,serhetabat,35.2799,62.3438,9.91,63,58,0.68,TM,1701323570
392,rio grande,-32.035,-52.0986,21.08,92,99,4.44,BR,1701323570
393,balqash,46.8481,74.995,3.33,87,75,7.0,KZ,1701323570
394,acapulco de juarez,16.8634,-99.8901,25.42,85,85,1.78,MX,1701323294
395,portland,45.5234,-122.6762,3.96,78,100,2.68,US,1701323058
396,nagqu,31.5,92.0,-1.2,32,95,3.49,CN,1701323571
397,maloye ganyushkino,46.6,49.2667,6.42,67,100,5.93,KZ,1701323571
398,urangan,-25.3,152.9,29.55,75,8,4.02,AU,1701323571
399,christchurch,-43.5333,172.6333,11.9,87,100,3.09,NZ,1701323483
400,rioja,-29.4111,-66.8507,20.48,83,100,0.64,AR,1701323465
401,orchard homes,46.8633,-114.0484,-6.92,79,0,0.0,US,1701323572
402,ixtapa,20.7,-105.2,21.93,88,71,1.4,MX,1701323572
403,sitka,57.0531,-135.33,7.94,57,100,9.26,US,1701323562
404,kapit,2.0167,112.9333,34.26,55,77,0.63,MY,1701323573
405,malaya purga,56.5567,53.0043,-15.72,100,99,1.08,RU,1701323573
406,novyy urgal,51.0736,132.5642,-19.0,77,46,1.01,RU,1701323573
407,mirnyy,62.5353,113.9611,-17.09,77,100,4.92,RU,1701323573
408,malango,-2.9627,119.9001,26.12,84,81,1.83,ID,1701323573
409,mitu,1.1983,-70.1733,22.13,98,100,0.76,CO,1701323574
410,tsiombe,-25.3,45.4833,31.25,45,31,2.97,MG,1701323574
411,porbandar,21.6422,69.6093,26.26,39,0,4.56,IN,1701323574
412,port isabel,26.0734,-97.2086,21.02,91,100,5.14,US,1701323574
413,kongolo,-5.3833,27.0,21.96,95,100,1.38,CD,1701323574
414,mejit,10.2753,170.8646,27.77,77,99,9.35,MH,1701323575
415,dyatlovo,53.4631,25.4068,-10.8,96,86,2.6,BY,1701323575
416,kangasala,61.4638,24.076,-4.85,94,97,3.9,FI,1701323575
417,korsakov,46.6328,142.7813,-5.09,83,100,5.33,RU,1701323576
418,i-n-salah,27.1935,2.4607,14.71,24,0,1.96,DZ,1701323576
419,san andres,12.5847,-81.7006,27.7,81,86,8.85,CO,1701323404
420,al wajh,26.2455,36.4525,18.97,45,0,2.06,SA,1701323576
421,suva,-18.1416,178.4415,28.71,79,40,4.63,FJ,1701323577
422,codrington,-38.2667,141.9667,16.61,66,95,9.69,AU,1701323577
423,mil'kovo,55.6078,37.7956,0.27,97,100,4.94,RU,1701323577
424,callao,-12.0667,-77.15,20.95,82,75,2.57,PE,1701323577
425,manta,-0.95,-80.7333,22.88,83,40,2.57,EC,1701323405
426,valdivia,-39.8142,-73.2459,6.05,99,12,0.32,CL,1701323577
427,port augusta,-32.5,137.7667,26.25,36,100,5.56,AU,1701323578
428,aykhal,66.0,111.5,-12.47,94,100,10.13,RU,1701323578
429,gaalkacyo,6.7697,47.4308,28.81,33,77,8.32,SO,1701323578
430,novofedorivka,46.1713,32.3178,1.7,64,81,3.37,UA,1701323578
431,achinsk,56.2694,90.4993,-7.67,77,92,4.02,RU,1701323578
432,undurkhaan,47.3194,110.6556,-16.77,86,4,2.69,MN,1701323579
433,ad dabbah,18.05,30.95,24.18,25,14,4.09,SD,1701323579
434,vallenar,-28.5708,-70.7581,17.55,63,0,0.88,CL,1701323579
435,zamora,-4.0692,-78.9567,18.95,99,54,1.09,EC,1701323411
436,lensk,60.7253,114.9278,-15.56,89,100,6.21,RU,1701323579
437,trunovskoye,45.4878,42.1358,6.72,68,100,3.98,RU,1701323580
438,kajuru,10.3192,7.6892,19.88,30,10,2.29,NG,1701323580
439,asosa,10.0667,34.5333,23.23,43,67,1.06,ET,1701323580
440,fort st. john,56.2499,-120.8529,-6.06,58,20,1.54,CA,1701323580
441,salalah,17.0151,54.0924,28.05,47,0,0.0,OM,1701323581
442,sao joaquim,-28.2939,-49.9317,14.37,99,51,0.81,BR,1701323581
443,rabaul,-4.1967,152.1721,27.89,76,75,0.52,PG,1701323581
444,hakui,36.8833,136.7833,6.81,80,99,3.71,JP,1701323581
445,vilyuchinsk,52.9306,158.4028,-3.85,76,100,4.75,RU,1701323581
446,slavgorod,52.9978,78.6449,4.76,65,100,5.82,RU,1701323582
447,nuuk,64.1835,-51.7216,2.34,87,100,2.57,GL,1701323582
448,el alto,-4.2714,-81.2147,19.33,80,18,4.94,PE,1701323583
449,cootamundra,-34.65,148.0333,24.41,55,70,3.07,AU,1701323583
450,boali,4.8005,18.1275,23.52,86,100,0.64,CF,1701323583
451,haiku-pauwela,20.9219,-156.3051,26.13,90,40,2.24,US,1701323584
452,saint-joseph,-21.3667,55.6167,28.21,73,15,1.94,RE,1701323584
453,huntsville,34.7304,-86.5861,7.68,74,0,0.89,US,1701323408
454,qacha's nek,-30.1154,28.6894,12.27,42,1,0.12,LS,1701323584
455,severo-yeniseyskiy,60.3725,93.0408,-9.12,95,99,0.89,RU,1701323585
456,karasburg,-28.0167,18.75,25.48,8,40,7.86,NA,1701323585
457,ust'-ilimsk,58.0006,102.6619,-13.09,88,100,1.73,RU,1701323585
458,sinabang,2.4803,96.3801,29.11,66,92,1.42,ID,1701323586
459,burang,30.25,81.1667,-2.68,51,48,3.43,CN,1701323586
460,ushirombo,-3.4919,31.9639,20.76,86,100,1.65,TZ,1701323586
461,olhao,37.0286,-7.8411,17.94,93,40,6.69,PT,1701323586
462,tonota,-21.4833,27.4833,17.65,72,94,8.99,BW,1701323587
463,nikopol,47.5712,34.3964,-0.83,75,84,4.59,UA,1701323587
464,taltal,-25.4,-70.4833,15.87,83,12,0.71,CL,1701323587
465,acajutla,13.5928,-89.8275,26.41,70,32,2.5,SV,1701323587
466,san antonio de pale,-1.4014,5.6325,26.92,81,88,2.58,GQ,1701323588
467,vernon,50.2581,-119.2691,0.42,74,74,1.03,CA,1701323380
468,shiprock,36.7855,-108.687,0.19,48,100,0.68,US,1701323588
469,bajitpur,24.2167,90.95,28.05,46,1,2.38,BD,1701323589
470,salisbury,51.0693,-1.7957,1.99,92,100,4.12,GB,1701323572
471,aasiaat,68.7098,-52.8699,-0.78,79,90,1.2,GL,1701323589
472,baukau,51.5526,7.2042,2.1,83,100,1.79,DE,1701323589
473,sanya,18.2431,109.505,30.09,70,40,6.0,CN,1701323590
474,kalevala,65.2,31.1667,-14.95,99,92,0.89,RU,1701323590
475,vangaindrano,-23.35,47.6,28.06,72,51,1.23,MG,1701323590
476,westonaria,-26.3191,27.6486,16.16,58,14,5.62,ZA,1701323591
477,kincardine,56.0667,-3.7167,1.43,81,61,1.27,GB,1701323591
478,tadine,-21.55,167.8833,24.7,69,42,4.43,NC,1701323591
479,pionerskiy,54.9508,20.2275,-5.7,86,80,3.46,RU,1701323591
480,jiangyin,31.9282,120.3126,9.43,31,93,4.92,CN,1701323592
481,puerto carreno,6.189,-67.4859,24.99,72,26,2.64,CO,1701323592
482,solnechnyy,50.7214,136.6319,-18.25,89,80,2.32,RU,1701323592
483,campeche,19.0,-90.5,20.49,95,90,1.29,MX,1701323593
484,yanykurgan,43.915,67.2481,4.48,39,0,4.51,KZ,1701323593
485,al jawf,29.5,38.75,16.11,58,0,4.29,SA,1701323593
486,smithers,54.7804,-127.1743,0.18,80,100,2.06,CA,1701323593
487,nadvoitsy,63.8667,34.3167,-11.69,97,93,2.35,RU,1701323594
488,tubarjal,30.4999,38.216,14.72,57,0,4.35,SA,1701323594
489,armacao de buzios,-22.7469,-41.8817,25.03,94,84,5.15,BR,1701323594
490,hoemul-li,41.4339,129.67,-2.87,30,0,1.82,KP,1701323595
491,aitape,-3.1374,142.3475,28.36,82,99,2.62,PG,1701323595
492,sabang,5.8933,95.3214,27.05,80,98,2.87,ID,1701323595
493,talcahuano,-36.7167,-73.1167,11.82,87,0,3.6,CL,1701323595
494,panaba,21.2833,-88.2667,21.88,73,84,3.14,MX,1701323596
495,kindu,-2.95,25.95,21.15,99,100,0.8,CD,1701323596
496,birao,10.2849,22.7882,24.48,29,86,3.42,CF,1701323596
497,labrador city,52.9463,-66.9114,-26.05,76,0,3.09,CA,1701323596
498,diawara,15.022,-12.5437,24.11,15,25,3.27,SN,1701323597
499,bikenibeu village,1.3673,173.1241,29.98,74,75,3.6,KI,1701323597
500,jawf al maqbabah,13.8378,45.8349,24.77,32,26,4.45,YE,1701323597
501,buritis,-15.6178,-46.4233,23.12,72,100,1.27,BR,1701323598
502,paragominas,-2.9667,-47.4833,22.33,98,18,1.44,BR,1701323598
503,grande prairie,55.1667,-118.8027,-9.9,79,0,0.0,CA,1701323598
504,chemax,20.65,-87.9333,18.97,90,45,1.47,MX,1701323599
505,cadale,2.7603,46.3222,28.45,72,97,8.02,SO,1701323599
506,kenitra,34.261,-6.5802,11.42,80,100,2.7,MA,1701323455
507,galesong,-5.3166,119.3661,31.01,70,58,3.83,ID,1701323599
508,thames,-37.1333,175.5333,17.27,55,81,4.43,NZ,1701323600
509,zhanaozen,43.3,52.8,5.94,49,100,9.27,KZ,1701323600
510,envira,-7.3,-70.2167,22.99,98,99,0.67,BR,1701323600
511,tobarra,38.5921,-1.6919,12.32,78,69,0.87,ES,1701323600
512,homa bay,-0.5273,34.4571,21.1,73,99,0.75,KE,1701323601
513,satuek,15.297,103.2919,33.38,65,40,4.63,TH,1701323601
514,kununurra,-15.7667,128.7333,39.99,33,40,2.57,AU,1701323601
515,bozova,37.3625,38.5267,7.51,60,87,1.56,TR,1701323602
516,dazuocun,24.8862,118.9643,18.43,78,77,15.72,CN,1701323602
517,zbarazh,49.6636,25.7762,-6.19,84,46,4.48,UA,1701323602
518,katsuura,35.1333,140.3,15.41,49,11,7.14,JP,1701323603
519,vel'sk,61.0701,42.0983,-14.85,98,91,1.34,RU,1701323603
520,queenstown,-31.8976,26.8753,14.55,44,7,1.09,ZA,1701323603
521,bintulu,3.1667,113.0333,30.23,84,40,2.57,MY,1701323603
522,moyo,3.6609,31.7247,24.09,67,96,1.44,UG,1701323604
523,darnah,32.767,22.6367,17.79,69,35,3.04,LY,1701323604
524,wanning,18.8003,110.3967,25.88,86,99,5.62,CN,1701323604
525,vilyuysk,63.7553,121.6247,-11.11,90,100,6.26,RU,1701323604
526,guerrero negro,27.9769,-114.0611,17.81,58,42,7.08,MX,1701323534
527,zhizdra,53.746,34.7395,-5.16,93,100,5.65,RU,1701323605
528,sardarapat,40.1321,44.0097,0.53,37,71,0.37,AM,1701323605
529,tughyl,47.7252,84.2063,4.62,42,86,3.94,KZ,1701323605
530,dhidhdhoo,6.8833,73.1,28.32,74,48,1.93,MV,1701323606
531,jalal-abad,40.9333,73.0,9.8,51,100,1.46,KG,1701323606
532,birjand,32.8663,59.2211,9.26,66,0,2.06,IR,1701323606
533,tazacorte,28.629,-17.9293,19.54,82,0,2.06,ES,1701323607
534,conde,-7.2597,-34.9075,23.7,94,75,2.57,BR,1701323607
535,iluppur,10.5135,78.6236,30.64,87,97,4.91,IN,1701323607
536,baihe,22.15,107.2333,19.16,92,100,1.7,CN,1701323607
537,khost,33.3395,69.9204,15.45,39,8,1.37,AF,1701323608
538,tsumeb,-19.2333,17.7167,26.09,43,87,2.49,NA,1701323608
539,visby,57.6409,18.296,-4.88,100,20,1.03,SE,1701323608
540,novaya igirma,57.1334,103.9112,-10.21,88,100,1.52,RU,1701323609
541,kudahuvadhoo,2.6708,72.8944,28.14,72,46,1.23,MV,1701323609
542,sao vicente,-23.9631,-46.3919,26.1,26,3,2.82,BR,1701323609
543,tuburan,6.6439,122.2736,30.05,78,94,3.64,PH,1701323609
544,tongliao,43.6125,122.2653,-7.98,72,2,4.58,CN,1701323610
545,puigcerda,42.4316,1.9282,9.86,91,100,1.66,ES,1701323610
546,moose jaw,50.4001,-105.5344,-3.86,74,8,4.63,CA,1701323611
547,staritsa,56.5075,34.9354,-2.46,96,100,4.64,RU,1701323611
548,vila do maio,15.1333,-23.2167,22.44,76,48,2.58,CV,1701323611
549,straja,47.9167,25.55,-5.45,77,20,2.75,RO,1701323612
550,kargopol',61.5071,38.9456,-10.42,92,95,3.3,RU,1701323612
551,saldanha,-33.0117,17.9442,18.03,47,70,1.18,ZA,1701323612
552,abatskoye,56.2875,70.4555,-4.49,90,100,2.42,RU,1701323612
553,petauke,-14.2426,31.3253,24.29,58,100,0.74,ZM,1701323613
554,brigantine,39.4101,-74.3646,3.34,64,100,1.54,US,1701323613
555,tamanrasset,22.785,5.5228,9.95,17,0,3.09,DZ,1701323603
556,timimoun,29.2639,0.231,7.21,29,0,2.06,DZ,1701323613
557,howard springs,-12.497,131.047,34.37,64,44,4.37,AU,1701323614
558,tamiahua,21.2667,-97.45,19.04,89,95,1.79,MX,1701323614
559,karonga,-9.9333,33.9333,28.71,54,94,0.77,MW,1701323614
560,santana,-0.0583,-51.1817,26.1,89,40,2.57,BR,1701323573
561,tiznit,29.5833,-9.5,13.04,55,68,1.81,MA,1701323615
562,pailon,-17.65,-62.75,26.5,81,40,3.86,BO,1701323615
563,qujing,25.4833,103.7833,17.24,52,100,5.26,CN,1701323615
564,qrendi,35.8347,14.4583,18.39,77,20,3.6,MT,1701323616
565,pontes e lacerda,-15.2261,-59.3353,24.29,70,88,0.95,BR,1701323616
566,miyaly,48.8844,53.7836,2.55,63,98,5.22,KZ,1701323616
567,strezhevoy,60.7333,77.5889,-9.46,91,95,1.79,RU,1701323617
568,moses lake,47.1301,-119.2781,-1.62,86,100,0.0,US,1701323352
569,arvayheer,46.2639,102.775,-7.42,37,0,1.99,MN,1701323617
570,corner brook,48.9667,-57.9484,-2.91,88,99,5.99,CA,1701323617
571,santa ana,33.7456,-117.8678,15.89,81,75,0.0,US,1701323618
572,laibin,23.7,109.2667,16.61,64,100,4.74,CN,1701323376
573,saucillo,28.0167,-105.2833,15.88,39,37,3.16,MX,1701323618
574,lhuentse,27.6679,91.1839,21.44,34,5,2.95,BT,1701323618
575,brookings,44.3114,-96.7984,-0.49,69,0,0.0,US,1701323392
576,ivdel',60.6911,60.4206,-4.34,97,100,1.79,RU,1701323619
577,lerwick,60.1545,-1.1494,2.0,70,100,8.12,GB,1701323393
578,swift current,50.2834,-107.8014,-5.55,79,20,5.14,CA,1701323506
